rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
150,Taylor Swift,Down Bad,Taylor Swift,30,30,2,148407,4,2024-04-18,261.0
151,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,172,37,148299,4,2021-11-09,186.0
152,Crush,Love You With All My Heart,소리날리,152,-1,1,148145,4,2024-03-24,244.0
153,"Đen, MIN",Bài Này Chill Phết,Đen,1,174,257,146813,4,2019-01-01,276.0
154,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,156,55,146790,4,2022-12-26,296.0
155,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,154,177,146716,4,2022-09-09,279.0
156,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,169,226,146179,4,2018-04-01,215.0
157,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,170,107,145247,4,2018-11-13,231.0
158,AMEE,đen đá không đường,Yin Yang Media,97,181,15,144703,4,2020-06-29,181.0
159,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,155,100,144485,4,2018-01-01,231.0
160,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,66,66,2,144363,4,2024-04-18,218.0
161,"Sean, Lửa",Em Thích,MaiDao Music,65,190,67,144076,4,2021-12-03,176.0
162,"Mer, Kriss Ngo",tâm,LOOPS Music,141,182,6,141479,4,2023-06-16,108.0
163,"SIVAN, Kai Đinh",haydeanhduoccungemdau,LOOPS Music,140,183,24,141462,4,2022-12-25,229.0
164,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,188,148,137894,4,2021-06-21,244.0
165,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",Vietnam Music Award,109,164,8,137795,4,2024-03-04,260.0
166,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,179,163,137687,4,2020-11-17,234.0
167,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,186,123,136667,4,2016-03-07,254.0
168,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,163,166,136354,4,2021-02-04,269.0
169,"Dab, Chilythoi",overtired,Dab,126,175,31,136296,4,2021-10-23,174.0
170,Lãng,Nụ hôn Bisou,12 trái lê,10,165,41,135697,4,2022-10-28,157.0
171,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,86,-1,44,135540,4,2017-04-01,227.0
172,"Tăng Duy Tân, Hoà Minzy",Bật Tình Yêu Lên,Big Arts Entertainment,4,189,63,135397,4,2023-02-14,204.0
173,"Luxuyen, New$oulz",Đó Chỉ Là Thành Phố Của Anh,Luxuyen,173,-1,2,135062,4,2017-01-01,94.0
174,"Kai Đinh, MIN, GREY D",để tôi ôm em bằng giai điệu này,Yin Yang Media,18,167,71,134595,4,2022-12-22,265.0
175,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,166,195,133156,4,2020-08-08,272.0
176,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,195,148,133061,4,2021-06-28,237.0
177,"Obito, Seachains",Simple Love,12 trái lê,155,191,22,132391,4,2022-11-29,214.0
178,LE SSERAFIM,Smart,SOURCE MUSIC,178,185,5,131478,4,2024-03-22,166.0
179,"Ngọt, Mạc Mai Sương",Đá tan,Ngọt,55,-1,42,131268,4,2022-11-25,202.0
180,"Văn Mai Hương, Hứa Kim Tuyền",Một Ngàn Nỗi Đau,Yin Yang Media,7,178,97,130947,4,2022-06-23,322.0
181,tlinh,thế giới thần tiên,Universal Music Indochina Distributed Labels,62,-1,34,130787,4,2023-08-16,171.0
182,tlinh,tình yêu có nghĩa là gì?,Universal Music Indochina Distributed Labels,7,196,38,130344,4,2023-08-16,134.0
183,"Binz, Nomovodka",Hit Me Up (feat. Nomovodka),Spacespeakers,4,187,28,128710,4,2023-10-19,268.0
184,Tate McRae,greedy,RCA Records Label,107,173,30,126170,4,2023-09-15,132.0
185,Đức Phúc,Cũng Đành Thôi,Đức Phúc Official,63,180,125,126116,4,2016-01-01,273.0
186,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,184,184,125674,4,2020-06-12,200.0
187,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,-1,196,124738,4,2015-11-05,218.0
188,"Dept, Ashley Alisha",Van Gogh (feat. Ashley Alisha),WM Korea,41,192,22,124492,4,2022-12-01,192.0
189,"tlinh, 2pillz, WOKEUP",ghệ iu dấu của em ơi,Universal Music Indochina Distributed Labels,8,-1,61,123679,4,2023-08-16,205.0
190,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,198,75,122864,4,2022-07-11,261.0
191,Low G,Okeokeoke,Rap Nhà Làm,103,-1,55,122821,4,2020-11-09,139.0
192,Hoàng Dũng,Nàng Thơ,Yin Yang Media,2,-1,191,122811,4,2020-12-16,254.0
193,BABYMONSTER,LIKE THAT,YG Entertainment,110,162,5,122118,4,2024-04-01,168.0
194,GREY D,nhạt-fine,M Music Records,110,147,3,121923,4,2024-04-08,212.0
195,Jack - J97,Thiên Lý Ơi,MIXUS,53,176,10,121814,4,2024-02-22,220.0
196,"Rapital, RPT MCK, Phongkhin",Tay To,M Music Records,58,-1,145,120666,4,2021-06-21,165.0
197,SOOBIN,Vai Lan Don Dua,Space Speakers,48,194,184,120512,4,2017-01-27,171.0
198,"PAR SG, New$oulZ",Lý Do Nào Để Quay Lại Với Nhau,MaiDao Music,104,197,25,120463,4,2022-05-20,116.0
199,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,-1,76,119822,4,2022-10-06,154.0
200,"VSOUL, MFREE, TUYEN VO",NGTANOISE,VSOUL,83,-1,41,119402,4,2022-09-12,179.0
1,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,2,30,1206367,5,2023-11-03,206.0
2,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,3,47,1185516,5,2023-11-03,184.0
3,V,Love Me Again,BIGHIT MUSIC,2,4,43,923121,5,2023-08-11,182.0
4,Jimin,Like Crazy,BIGHIT MUSIC,1,5,63,543957,5,2023-03-24,212.0
5,V,FRI(END)S,BIGHIT MUSIC,1,6,12,531444,5,2024-03-15,148.0
6,RM,LOST!,BIGHIT MUSIC,1,1,2,507797,5,2024-05-24,233.0
7,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,7,14,467497,5,2024-03-01,253.0
8,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,9,13,435723,5,2024-03-08,250.0
9,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,8,32,434675,5,2023-12-17,175.0
10,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,11,40,430901,5,2023-07-28,155.0
11,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,17,24,401007,5,2023-12-25,292.0
12,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,13,131,384572,5,2021-12-01,208.0
13,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,12,25,377135,5,2023-12-14,236.0
14,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,10,35,375484,5,2023-10-10,166.0
15,"DMT, Dangrangto, TeuYungBoy, summerdayy, Rocky CDE",Ổ Quỷ,Smiley Panda,15,28,6,354757,5,2024-02-05,179.0
16,Ronboogz,nhắn nhủ,MaiDao Music,14,14,25,350354,5,2023-12-12,241.0
17,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,19,103,337599,5,2022-06-20,226.0
18,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,16,66,331826,5,2023-08-16,264.0
19,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,19,23,34,328672,5,2023-10-16,202.0
20,HIEUTHUHAI,Không Thể Say,M Music Records,7,27,59,328665,5,2023-10-16,228.0
21,W/N,id 072019,Universal Music Indochina Distributed Labels,3,24,45,318457,5,2023-07-31,272.0
22,aespa,Supernova,SM Entertainment,15,15,4,314690,5,2024-05-27,179.0
23,"Low G, Thắng",An Thần,Rap Nhà Làm,2,21,137,309812,5,2021-10-21,174.0
24,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,30,96,309466,5,2022-08-04,242.0
25,Sabrina Carpenter,Espresso,Island Records,13,29,7,308874,5,2024-04-12,175.0
26,Minh Huy,Miên Man,LOOPS Music,11,32,40,308021,5,2022-06-24,198.0
27,ILLIT,Magnetic,BELIFT LAB,5,26,11,306345,5,2024-03-25,161.0
28,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,22,119,304210,5,2023-03-02,156.0
29,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,31,22,290017,5,2023-12-15,197.0
30,aespa,Armageddon,SM Entertainment,30,61,2,285523,5,2024-05-27,196.0
31,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,25,72,284517,5,2023-01-02,279.0
32,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,34,50,282707,5,2023-06-23,245.0
33,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,40,158,278790,5,2021-05-29,247.0
34,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,38,180,275520,5,2020-12-29,234.0
35,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,49,36,274448,5,2023-10-02,202.0
36,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,37,28,267450,5,2023-11-22,182.0
37,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,45,163,264935,5,2023-03-03,300.0
38,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,33,101,264134,5,2022-06-30,255.0
39,Kha,Hư không,MaiDao Music,22,36,21,263645,5,2023-12-14,355.0
40,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,39,29,260768,5,2023-11-12,304.0
41,PC,10 Ngàn Năm,12 trái lê,35,35,104,259658,5,2019-12-21,240.0
42,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,43,76,256434,5,2022-11-20,149.0
43,"Karik, GDucky",Bạn Đời,WM Vietnam,5,42,36,245249,5,2023-10-04,301.0
44,"WEAN, tlinh",shhhhhhh..,WEAN,9,44,35,244673,5,2023-10-07,231.0
45,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,41,35,241546,5,2023-10-10,227.0
46,NewJeans,How Sweet,ADOR,20,20,2,241196,5,2024-05-24,219.0
47,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,53,135,234496,5,2021-09-10,261.0
48,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,66,55,234435,5,2022-12-30,161.0
49,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,51,96,234429,5,2022-07-11,234.0
50,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,48,35,233121,5,2023-10-05,188.0
51,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,50,59,225345,5,2023-04-24,240.0
52,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,56,41,224541,5,2023-06-10,258.0
53,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,46,66,224062,5,2023-03-02,194.0
54,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,55,66,222721,5,2022-01-22,244.0
55,XG,WOKE UP,XGALX,55,81,2,220863,5,2024-05-21,188.0
56,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,62,34,218110,5,2023-10-16,171.0
57,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,63,181,217177,5,2020-12-20,302.0
58,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,52,24,217028,5,2023-12-18,195.0
59,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,73,77,216994,5,2022-12-15,192.0
60,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,54,25,213868,5,2023-12-17,134.0
61,Ronboogz,Lan Man,MaiDao Music,33,57,60,212227,5,2023-03-25,216.0
62,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,93,85,208666,5,2022-03-28,270.0
63,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,60,13,207478,5,2024-03-08,229.0
64,10CM,Spring Snow,"Genie Music Corporation, Stone Music Entertainment",58,58,3,206397,5,2024-05-14,202.0
65,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,68,149,201608,5,2021-07-31,240.0
66,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,69,37,201473,5,2023-09-20,201.0
67,"ZICO, JENNIE",SPOT!,KOZ Entertainment,11,47,6,200471,5,2024-04-26,168.0
68,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,75,194,198178,5,2017-12-08,237.0
69,Dhruv,double take,Little Worry/RCA Records,8,76,161,198148,5,2022-01-21,172.0
70,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,78,163,197705,5,2021-04-29,276.0
71,Low G,Simp Gái 808,Rap Nhà Làm,9,65,34,197587,5,2023-10-18,162.0
72,Ariana Grande,intro (end of the world),Republic Records,13,64,13,194961,5,2024-03-08,92.0
73,"JustaTee, BigDaddy",2AM,WM Vietnam,18,71,110,194931,5,2022-05-10,258.0
74,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,2,67,7,192635,5,2024-04-18,229.0
75,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,79,66,190986,5,2023-03-02,142.0
76,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,111,232,189606,5,2019-12-13,222.0
77,"Orange, Hoàng Dũng",Khi Em Lớn,Orange,4,105,154,189365,5,2021-04-20,228.0
78,RM,Come back to me,BIGHIT MUSIC,1,18,4,188193,5,2024-05-24,389.0
79,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,95,81,188141,5,2022-11-22,281.0
80,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,70,99,17,187570,5,2023-10-21,254.0
81,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,114,261,187489,5,2017-04-01,260.0
82,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,35,83,189,185382,5,2017-04-01,293.0
83,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,88,142,184930,5,2021-07-09,193.0
84,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,62,80,10,184607,5,2023-03-03,328.0
85,"Chi Pu, Hứa Kim Tuyền",Finding You,The First Management,59,59,2,184336,5,2024-05-23,191.0
86,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,85,78,184200,5,2021-08-01,245.0
87,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,84,54,183755,5,2022-01-30,180.0
88,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,96,83,183416,5,2019-07-15,218.0
89,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,89,25,182845,5,2023-12-17,195.0
90,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,86,111,180739,5,2022-04-22,219.0
91,Da LAB,Thức Giấc,Yin Yang Media,1,91,152,180005,5,2021-07-14,269.0
92,"Đen, JustaTee",Đi Về Nhà,Đen,3,115,181,179939,5,2020-12-20,200.0
93,"W/N, Tezzy, Tien",Crush 2,RioX Records,61,92,102,179580,5,2019-12-07,120.0
94,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,106,200,179455,5,2020-05-11,235.0
95,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,77,21,178483,5,2023-10-18,168.0
96,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,90,74,178374,5,2023-01-04,271.0
97,Ronboogz,Nói Dối,MaiDao Music,79,87,31,178270,5,2022-12-12,206.0
98,Thịnh Suy,Chết Trong Em,InQ International,4,72,84,176305,5,2022-11-17,257.0
99,Andiez,Suýt Nữa Thì...,MaiDao Music,82,102,100,175458,5,2018-08-13,281.0
100,Phan Mạnh Quỳnh,"Sau Lời Từ Khước (Theme Song From ""MAI"")",Yin Yang Media,3,74,16,175002,5,2024-02-14,250.0
101,"Puppy, Dangrangto",Wrong Times,MaiDao Music,73,98,31,173948,5,2023-05-17,211.0
102,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,100,31,172359,5,2023-10-10,185.0
103,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,86,109,93,171437,5,2016-01-01,262.0
104,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,132,60,169832,5,2022-12-26,296.0
105,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,103,97,168237,5,2022-07-24,222.0
106,"MONO, Onionn.",Em Xinh,M Music Records,10,101,23,167566,5,2023-11-30,183.0
107,BABYMONSTER,SHEESH,YG Entertainment,45,120,10,166101,5,2024-04-01,170.0
108,Thắng,Xin Lỗi,Thắng,5,94,55,165769,5,2023-04-30,127.0
109,"GREY D, Orange, Kai Đinh",lời tạm biệt chưa nói,Universal Music Indochina Distributed Labels,22,121,98,164561,5,2022-07-24,259.0
110,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,110,194,164495,5,2023-07-14,178.0
111,Thịnh Suy,Mai Mình Xa,InQ International,85,104,8,164430,5,2019-12-20,189.0
112,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,112,210,164186,5,2018-03-27,259.0
113,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,144,201,162949,5,2015-11-05,218.0
114,Low G,Tán Gái 505,Rap Nhà Làm,65,113,55,162907,5,2021-05-31,156.0
115,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,119,60,161000,5,2022-07-31,214.0
116,SOOBIN,giá như,Spacespeakers,13,107,8,160588,5,2024-04-10,223.0
117,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,158,22,160516,5,2024-01-05,211.0
118,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,131,153,160233,5,2021-06-28,237.0
119,Vũ.,Lạ Lùng,WM Vietnam,17,125,322,160204,5,2016-12-24,262.0
120,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,84,97,4,158833,5,2024-04-26,155.0
121,Da LAB,Thanh Xuân,Sony Music Entertainment,1,124,302,157817,5,2018-08-24,221.0
122,"Wren Evans, itsnk",bé ơi từ từ,Universal Music Indochina,8,127,25,156644,5,2023-12-17,201.0
123,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,123,160,3,156383,5,2024-05-17,210.0
124,"Sean, Lửa",Em Thích,MaiDao Music,65,135,72,154764,5,2021-12-03,176.0
125,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,116,48,154166,5,2023-05-13,241.0
126,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,117,18,153558,5,2024-01-11,233.0
127,Thịnh Suy,tiny love,Yin Yang Media,3,129,131,152740,5,2021-12-05,158.0
128,"Wxrdie, Andree Right Hand, Machiot",TETVOVEN,M Music Records,39,133,27,152313,5,2023-12-03,197.0
129,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,126,241,151794,5,2019-10-21,253.0
130,Taylor Swift,Cruel Summer,Taylor Swift,5,140,58,151601,5,2019-08-23,178.0
131,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,118,12,151397,5,2024-03-14,288.0
132,Mitski,My Love Mine All Mine,Dead Oceans,30,130,35,151114,5,2023-09-15,138.0
133,"Chillies, SUNI Hạ Linh, Rhymastic",Cứ Chill Thôi,WM Vietnam,5,188,178,149592,5,2020-07-11,270.0
134,"2T, Văn",Liệu Giờ,LOOPS Music,22,134,196,149009,5,2019-04-14,259.0
135,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,122,103,148145,5,2020-07-20,283.0
136,Billie Eilish,LUNCH,Darkroom/Interscope Records,58,82,3,146723,5,2024-05-17,180.0
137,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,138,151,146632,5,2021-08-01,218.0
138,"BigDaddy, Emily",Ngõ Chạm,LOOPS Music,41,148,44,146456,5,2023-08-03,232.0
139,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,170,70,144994,5,2022-12-08,154.0
140,NewJeans,Bubble Gum,ADOR,70,70,2,144809,5,2024-05-24,200.0
141,Chillies,Mascara,WM Vietnam,3,-1,176,142885,5,2021-05-05,293.0
142,"Đen, MIN",Bài Này Chill Phết,Đen,1,157,262,142114,5,2019-01-01,276.0
143,HYBS,Tip Toe,JUICEY,52,153,28,142053,5,2023-06-20,225.0
144,Vũ Cát Tường,Vết Mưa,Universal Music Indochina Distributed Labels,57,167,30,141775,5,2014-01-01,210.0
145,Thịnh Suy,Thắc Mắc?,InQ International,110,137,26,141565,5,2019-01-01,206.0
146,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,151,182,141543,5,2022-09-09,279.0
147,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,149,171,141113,5,2021-02-04,269.0
148,B Ray,Cao Ốc 20,Great Entertainment,128,128,8,140438,5,2023-05-16,255.0
149,Wren Evans,Thích Em Hơi Nhiều,Universal Music Indochina,1,161,155,139079,5,2021-06-18,172.0
150,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,150,193,2,138649,5,2020-01-01,302.0
151,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,154,27,137394,5,2021-06-01,310.0
152,ECLIPSE,Sudden Shower,"Genie Music Corporation, Stone Music Entertainment",152,174,4,136611,5,2024-04-08,233.0
153,BABYMONSTER,LIKE THAT,YG Entertainment,110,-1,6,136436,5,2024-04-01,168.0
154,RPT MCK,Tại Vì Sao,N0L4B3L,3,155,89,136299,5,2023-03-02,203.0
155,"Huỳnh Tú, Andiez",Đường Một Chiều,Huỳnh Tú,114,180,60,136095,5,2016-10-14,287.0
156,Đức Phúc,Cũng Đành Thôi,Đức Phúc Official,63,-1,129,135329,5,2016-01-01,273.0
157,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,86,185,49,134970,5,2017-04-01,227.0
158,"Masew, B Ray, REDT, Ý Tiên",Lửng Lơ,SKY Music JSC,113,192,78,134248,5,2019-04-01,267.0
159,Thắng,Trước Khi Em Tồn Tại,Thắng,22,181,55,133222,5,2023-04-30,194.0
160,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,145,112,132913,5,2018-11-13,231.0
161,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,156,76,132797,5,2022-05-20,302.0
162,The Masked Singer,Khóa Ly Biệt,THE MASKED SINGER,53,166,30,130438,5,2023-11-05,312.0
163,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,194,168,130054,5,2020-11-17,234.0
164,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,176,189,129588,5,2020-06-12,200.0
165,"Obito, Shiki",Tell the kids i love them,12 trái lê,30,136,34,128598,5,2023-10-10,224.0
166,Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,5,177,171,128445,5,2019-06-10,223.0
167,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,162,231,127828,5,2018-04-01,215.0
168,"buitruonglinh, Vũ Phụng Tiên, Đậu Tất Đạt",Lựa Chọn Của Em,LOOPS Music,168,-1,1,127622,5,2024-05-30,248.0
169,"Obito, Seachains",Simple Love,12 trái lê,155,163,27,127493,5,2022-11-29,214.0
170,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,173,66,127374,5,2023-03-02,173.0
171,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,164,200,127137,5,2020-08-08,272.0
172,Nguyễn Minh Xuân Ái,Là Từ Lúc,AD Ent,97,147,10,126960,5,2021-01-01,267.0
173,Bùi Anh Tuấn,Thuận Theo Ý Trời,Sky Music Jsc,62,190,85,126116,5,2019-11-28,237.0
174,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,169,105,125099,5,2018-01-01,231.0
175,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,196,128,124728,5,2016-03-07,254.0
176,"SIVAN, Kai Đinh",haydeanhduoccungemdau,LOOPS Music,140,168,29,124434,5,2022-12-25,229.0
177,Rhymastic,Nến Và Hoa,WM Vietnam,2,172,208,124128,5,2018-08-19,166.0
178,"Obito, Shiki",Sài Gòn ơi,12 trái lê,68,152,5,123642,5,2023-10-10,188.0
179,"Văn Mai Hương, Hứa Kim Tuyền",Một Ngàn Nỗi Đau,Yin Yang Media,7,198,102,123050,5,2022-06-23,322.0
180,"B Ray, Han Sara, Masew",Xin Đừng Nhấc Máy,Great Entertainment,9,189,79,122633,5,2021-04-02,187.0
181,Lana Del Rey,Young And Beautiful,Polydor Records,181,-1,2,122458,5,2013-01-01,236.0
182,TRANG,Chưa Được Yêu Như Thế,Trang Music Productions,61,171,12,122420,5,2022-06-18,254.0
183,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,159,42,122206,5,2021-11-09,186.0
184,aespa,Drama,SM Entertainment / Warner Records,51,143,9,121945,5,2023-11-10,215.0
185,"Dab, Chilythoi",overtired,Dab,126,-1,32,121904,5,2021-10-23,174.0
186,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,191,153,121249,5,2021-06-21,244.0
